Lvl,Mon,Main role,Atk Base,Str,Agi,Dex,Int,Vit,Base HP,Base ATK,Base Def
78,Slagjaw,Tank,Strength-based,62,12,41,14,74,8740,208,28
79,Slagjaw,Tank,Strength-based,62,12,42,14,75,8972,210,29
80,Slagjaw,Tank,Strength-based,63,12,43,14,76,9208,212,29
81,Slagjaw,Tank,Strength-based,64,12,43,14,77,9448,214,29
82,Slagjaw,Tank,Strength-based,65,12,45,14,77,9637,217,30
83,Slagjaw,Tank,Strength-based,66,12,45,14,78,9884,220,30
84,Slagjaw,Tank,Strength-based,66,12,45,14,80,10191,221,30
85,Slagjaw,Tank,Strength-based,67,12,46,14,81,10447,223,31
86,Slagjaw,Tank,Strength-based,68,12,46,14,82,10707,225,31
87,Slagjaw,Tank,Strength-based,70,12,47,14,82,10910,241,31
88,Slagjaw,Tank,Strength-based,70,12,48,14,83,11179,243,32
89,Slagjaw,Tank,Strength-based,71,12,49,14,84,11450,245,32
90,Slagjaw,Tank,Strength-based,72,12,49,14,85,11725,247,32
91,Slagjaw,Tank,Strength-based,72,12,51,14,86,12006,249,33
92,Slagjaw,Tank,Strength-based,73,12,51,14,87,12289,252,33
93,Slagjaw,Tank,Strength-based,74,12,51,14,88,12579,254,33
94,Slagjaw,Tank,Strength-based,75,12,51,14,89,12870,256,34
95,Slagjaw,Tank,Strength-based,76,12,52,14,90,13168,258,34
96,Slagjaw,Tank,Strength-based,76,12,53,14,91,13469,260,34
97,Slagjaw,Tank,Strength-based,77,12,54,14,92,13776,262,35
98,Slagjaw,Tank,Strength-based,78,12,54,14,93,14087,264,35
99,Slagjaw,Tank,Strength-based,79,12,54,14,94,14402,266,35
100,Slagjaw,Tank,Strength-based,80,12,55,14,95,14722,285,36
1,Bellowsnout,Fighter,Strength-based,9,8,5,1,6,174,18,2
2,Bellowsnout,Fighter,Strength-based,9,8,6,1,6,191,19,2
3,Bellowsnout,Fighter,Strength-based,10,9,6,1,6,208,22,2
4,Bellowsnout,Fighter,Strength-based,11,9,6,1,6,227,25,2
5,Bellowsnout,Fighter,Strength-based,11,9,7,1,7,249,26,2
6,Bellowsnout,Fighter,Strength-based,11,10,7,2,7,269,28,2
7,Bellowsnout,Fighter,Strength-based,12,10,7,2,7,291,30,3
8,Bellowsnout,Fighter,Strength-based,12,11,7,2,8,316,32,3
9,Bellowsnout,Fighter,Strength-based,13,11,8,2,8,339,34,3
10,Bellowsnout,Fighter,Strength-based,13,12,8,2,8,362,36,3
11,Bellowsnout,Fighter,Strength-based,13,12,9,2,10,394,37,3
12,Bellowsnout,Fighter,Strength-based,14,12,10,2,10,420,41,4
13,Bellowsnout,Fighter,Strength-based,14,13,10,2,11,450,42,4
14,Bellowsnout,Fighter,Strength-based,15,13,11,2,11,478,45,4
15,Bellowsnout,Fighter,Strength-based,15,14,11,3,11,507,46,4
16,Bellowsnout,Fighter,Strength-based,17,14,11,3,11,537,50,4
17,Bellowsnout,Fighter,Strength-based,17,15,11,3,12,572,51,4
18,Bellowsnout,Fighter,Strength-based,18,15,12,3,12,603,54,5
19,Bellowsnout,Fighter,Strength-based,19,16,12,3,12,635,56,5
20,Bellowsnout,Fighter,Strength-based,19,17,12,3,13,674,58,5
21,Bellowsnout,Fighter,Strength-based,20,17,13,3,13,708,63,5
22,Bellowsnout,Fighter,Strength-based,20,18,13,4,14,750,65,5
23,Bellowsnout,Fighter,Strength-based,21,18,14,4,14,785,67,6
24,Bellowsnout,Fighter,Strength-based,22,19,14,4,14,823,70,6
25,Bellowsnout,Fighter,Strength-based,22,20,14,5,15,868,71,6
26,Bellowsnout,Fighter,Strength-based,23,20,15,5,15,907,75,6
27,Bellowsnout,Fighter,Strength-based,23,21,16,5,16,954,76,6
28,Bellowsnout,Fighter,Strength-based,24,22,16,5,16,996,79,6
29,Bellowsnout,Fighter,Strength-based,25,22,16,5,17,1047,81,7
30,Bellowsnout,Fighter,Strength-based,25,23,17,6,17,1090,83,7
31,Bellowsnout,Fighter,Strength-based,26,23,17,7,18,1143,85,7
32,Bellowsnout,Fighter,Strength-based,27,23,18,8,18,1188,88,7
33,Bellowsnout,Fighter,Strength-based,27,24,18,8,19,1244,89,7
34,Bellowsnout,Fighter,Strength-based,28,25,19,8,19,1292,92,8
35,Bellowsnout,Fighter,Strength-based,29,25,19,8,20,1352,94,8
36,Bellowsnout,Fighter,Strength-based,30,26,20,8,20,1401,102,8
37,Bellowsnout,Fighter,Strength-based,30,27,21,8,21,1464,104,8
38,Bellowsnout,Fighter,Strength-based,31,28,21,8,21,1516,106,8
39,Bellowsnout,Fighter,Strength-based,32,28,22,8,22,1581,109,8
40,Bellowsnout,Fighter,Strength-based,33,29,22,8,22,1636,111,9
41,Bellowsnout,Fighter,Strength-based,33,30,23,8,23,1703,113,9
42,Bellowsnout,Fighter,Strength-based,34,30,23,8,24,1774,115,9
43,Bellowsnout,Fighter,Strength-based,35,31,24,8,24,1832,118,9
44,Bellowsnout,Fighter,Strength-based,35,32,24,8,25,1906,119,9
45,Bellowsnout,Fighter,Strength-based,36,32,25,8,26,1981,123,10
46,Bellowsnout,Fighter,Strength-based,37,33,25,8,26,2042,125,10
47,Bellowsnout,Fighter,Strength-based,38,34,26,8,26,2105,128,10
48,Bellowsnout,Fighter,Strength-based,39,34,26,8,27,2185,130,10
49,Bellowsnout,Fighter,Strength-based,40,35,27,8,27,2250,140,10
50,Bellowsnout,Fighter,Strength-based,40,36,28,8,28,2334,141,10
51,Bellowsnout,Fighter,Strength-based,41,36,29,8,29,2420,144,11
52,Bellowsnout,Fighter,Strength-based,42,37,29,8,29,2488,146,11
53,Bellowsnout,Fighter,Strength-based,43,38,29,8,30,2577,149,11
54,Bellowsnout,Fighter,Strength-based,43,39,30,8,31,2668,151,11
55,Bellowsnout,Fighter,Strength-based,44,39,31,8,31,2741,154,11
56,Bellowsnout,Fighter,Strength-based,45,40,31,8,32,2836,156,12
57,Bellowsnout,Fighter,Strength-based,45,41,32,8,33,2933,158,12
58,Bellowsnout,Fighter,Strength-based,46,42,32,8,33,3009,160,12
59,Bellowsnout,Fighter,Strength-based,47,42,33,8,34,3111,163,12
60,Bellowsnout,Fighter,Strength-based,48,43,33,8,34,3190,165,12
61,Bellowsnout,Fighter,Strength-based,49,44,34,8,34,3269,168,12
62,Bellowsnout,Fighter,Strength-based,50,44,34,8,35,3376,179,13
63,Bellowsnout,Fighter,Strength-based,50,45,35,8,36,3484,182,13
64,Bellowsnout,Fighter,Strength-based,51,46,36,8,36,3568,184,13
65,Bellowsnout,Fighter,Strength-based,52,46,36,8,37,3681,187,13
66,Bellowsnout,Fighter,Strength-based,53,47,37,8,37,3767,189,13
67,Bellowsnout,Fighter,Strength-based,54,48,37,8,38,3884,192,14
68,Bellowsnout,Fighter,Strength-based,54,49,38,8,39,4003,193,14
69,Bellowsnout,Fighter,Strength-based,55,49,39,8,39,4093,195,14
70,Bellowsnout,Fighter,Strength-based,56,50,39,8,40,4216,198,14
71,Bellowsnout,Fighter,Strength-based,57,51,40,8,40,4310,201,14
72,Bellowsnout,Fighter,Strength-based,57,52,41,8,41,4437,203,14
73,Bellowsnout,Fighter,Strength-based,58,52,41,8,42,4566,205,15
74,Bellowsnout,Fighter,Strength-based,59,53,42,8,42,4664,208,15
75,Bellowsnout,Fighter,Strength-based,60,53,43,8,43,4797,221,15
76,Bellowsnout,Fighter,Strength-based,61,54,43,8,43,4899,224,15
77,Bellowsnout,Fighter,Strength-based,62,55,43,8,44,5037,226,15
78,Bellowsnout,Fighter,Strength-based,62,56,44,8,45,5176,228,16
79,Bellowsnout,Fighter,Strength-based,63,57,44,8,45,5282,230,16
80,Bellowsnout,Fighter,Strength-based,64,57,45,8,46,5426,234,16
81,Bellowsnout,Fighter,Strength-based,65,58,45,8,46,5536,236,16
82,Bellowsnout,Fighter,Strength-based,65,59,46,8,47,5684,238,16
83,Bellowsnout,Fighter,Strength-based,66,59,47,8,48,5835,240,16
84,Bellowsnout,Fighter,Strength-based,67,60,48,8,48,5949,243,17
85,Bellowsnout,Fighter,Strength-based,68,61,48,8,49,6104,245,17
86,Bellowsnout,Fighter,Strength-based,69,62,48,8,49,6222,248,17
87,Bellowsnout,Fighter,Strength-based,70,62,49,8,50,6382,263,17
88,Bellowsnout,Fighter,Strength-based,70,63,50,8,51,6544,266,17
89,Bellowsnout,Fighter,Strength-based,71,64,51,8,51,6666,268,18
90,Bellowsnout,Fighter,Strength-based,72,64,51,8,52,6833,271,18
91,Bellowsnout,Fighter,Strength-based,73,65,52,8,52,6958,273,18
92,Bellowsnout,Fighter,Strength-based,74,66,52,8,53,7131,276,18
93,Bellowsnout,Fighter,Strength-based,74,67,53,8,53,7258,277,18
94,Bellowsnout,Fighter,Strength-based,75,68,53,8,54,7436,280,18
95,Bellowsnout,Fighter,Strength-based,76,68,54,8,55,7616,282,19
96,Bellowsnout,Fighter,Strength-based,77,69,54,8,55,7748,285,19
97,Bellowsnout,Fighter,Strength-based,77,70,55,8,56,7934,287,19
98,Bellowsnout,Fighter,Strength-based,78,70,56,8,57,8121,290,19
99,Bellowsnout,Fighter,Strength-based,79,71,57,8,57,8259,292,19
100,Bellowsnout,Fighter,Strength-based,80,72,57,8,58,8453,310,20
1,Dreamtapir,DPS / Supp,Int-Based,1,5,5,9,9,158,5,1
2,Dreamtapir,DPS / Supp,Int-Based,1,5,5,10,9,170,5,1
3,Dreamtapir,DPS / Supp,Int-Based,1,5,5,11,10,185,5,1
4,Dreamtapir,DPS / Supp,Int-Based,1,5,5,12,10,200,5,1
5,Dreamtapir,DPS / Supp,Int-Based,1,5,5,13,10,215,6,1
6,Dreamtapir,DPS / Supp,Int-Based,1,6,5,13,11,233,6,1
7,Dreamtapir,DPS / Supp,Int-Based,1,6,5,14,11,249,6,1
8,Dreamtapir,DPS / Supp,Int-Based,1,7,5,15,11,266,6,1
9,Dreamtapir,DPS / Supp,Int-Based,1,7,5,16,11,284,7,1
10,Dreamtapir,DPS / Supp,Int-Based,1,7,6,16,12,304,7,2
11,Dreamtapir,DPS / Supp,Int-Based,1,8,6,17,12,323,7,2
12,Dreamtapir,DPS / Supp,Int-Based,1,8,7,17,13,345,8,2
13,Dreamtapir,DPS / Supp,Int-Based,1,9,7,18,13,366,8,2
14,Dreamtapir,DPS / Supp,Int-Based,1,9,8,19,13,387,8,2
15,Dreamtapir,DPS / Supp,Int-Based,1,10,8,19,14,412,8,2
16,Dreamtapir,DPS / Supp,Int-Based,1,10,8,20,15,439,9,2
17,Dreamtapir,DPS / Supp,Int-Based,1,10,8,21,16,466,9,2
18,Dreamtapir,DPS / Supp,Int-Based,1,10,8,21,18,499,9,3
19,Dreamtapir,DPS / Supp,Int-Based,1,11,8,22,18,523,9,3
20,Dreamtapir,DPS / Supp,Int-Based,1,11,9,23,18,549,10,3
21,Dreamtapir,DPS / Supp,Int-Based,1,11,9,24,19,580,10,3
22,Dreamtapir,DPS / Supp,Int-Based,1,11,9,25,20,613,10,3
23,Dreamtapir,DPS / Supp,Int-Based,1,11,9,26,21,647,11,3
24,Dreamtapir,DPS / Supp,Int-Based,1,12,9,27,21,676,11,3
25,Dreamtapir,DPS / Supp,Int-Based,1,13,9,27,22,711,11,3
26,Dreamtapir,DPS / Supp,Int-Based,1,13,9,29,22,742,11,4
27,Dreamtapir,DPS / Supp,Int-Based,1,13,9,30,23,779,12,4
28,Dreamtapir,DPS / Supp,Int-Based,1,13,9,31,24,819,12,4
29,Dreamtapir,DPS / Supp,Int-Based,1,13,9,31,26,865,12,4
30,Dreamtapir,DPS / Supp,Int-Based,1,14,9,32,26,900,12,4
31,Dreamtapir,DPS / Supp,Int-Based,1,14,9,33,27,943,13,4
32,Dreamtapir,DPS / Supp,Int-Based,1,14,9,34,28,986,13,4
33,Dreamtapir,DPS / Supp,Int-Based,1,14,9,35,29,1032,13,4
34,Dreamtapir,DPS / Supp,Int-Based,1,14,9,36,30,1079,14,5
35,Dreamtapir,DPS / Supp,Int-Based,1,14,9,37,31,1126,14,5
36,Dreamtapir,DPS / Supp,Int-Based,1,14,9,38,32,1176,14,5
37,Dreamtapir,DPS / Supp,Int-Based,1,14,9,39,33,1226,14,5
38,Dreamtapir,DPS / Supp,Int-Based,1,14,9,41,33,1268,15,5
39,Dreamtapir,DPS / Supp,Int-Based,1,14,9,41,35,1331,15,5
40,Dreamtapir,DPS / Supp,Int-Based,1,14,11,42,35,1375,16,5
41,Dreamtapir,DPS / Supp,Int-Based,1,14,11,43,36,1430,16,5
42,Dreamtapir,DPS / Supp,Int-Based,1,14,11,44,37,1487,17,5
43,Dreamtapir,DPS / Supp,Int-Based,1,14,11,45,38,1546,17,6
44,Dreamtapir,DPS / Supp,Int-Based,1,14,11,46,39,1606,17,6
45,Dreamtapir,DPS / Supp,Int-Based,1,14,11,47,40,1668,18,6
46,Dreamtapir,DPS / Supp,Int-Based,1,14,11,48,41,1731,18,6
47,Dreamtapir,DPS / Supp,Int-Based,1,14,11,49,42,1794,18,6
48,Dreamtapir,DPS / Supp,Int-Based,1,14,11,50,43,1861,18,6
49,Dreamtapir,DPS / Supp,Int-Based,1,14,11,51,44,1929,19,6
50,Dreamtapir,DPS / Supp,Int-Based,1,16,11,52,44,1984,19,6
51,Dreamtapir,DPS / Supp,Int-Based,1,16,11,53,45,2054,19,7
52,Dreamtapir,DPS / Supp,Int-Based,1,16,11,54,46,2125,19,7
53,Dreamtapir,DPS / Supp,Int-Based,1,16,11,55,47,2199,20,7
54,Dreamtapir,DPS / Supp,Int-Based,1,16,11,56,48,2274,20,7
55,Dreamtapir,DPS / Supp,Int-Based,1,17,12,56,49,2351,20,7
56,Dreamtapir,DPS / Supp,Int-Based,1,17,12,57,50,2430,21,7
57,Dreamtapir,DPS / Supp,Int-Based,1,18,12,58,51,2509,21,7
58,Dreamtapir,DPS / Supp,Int-Based,1,18,12,60,51,2574,21,7
59,Dreamtapir,DPS / Supp,Int-Based,1,18,12,61,52,2656,21,8
60,Dreamtapir,DPS / Supp,Int-Based,1,19,13,61,53,2741,22,8
61,Dreamtapir,DPS / Supp,Int-Based,1,19,13,62,54,2828,22,8
62,Dreamtapir,DPS / Supp,Int-Based,1,19,13,63,55,2917,22,8
63,Dreamtapir,DPS / Supp,Int-Based,1,21,13,64,55,2986,22,8
64,Dreamtapir,DPS / Supp,Int-Based,1,21,13,65,56,3077,23,8
65,Dreamtapir,DPS / Supp,Int-Based,1,21,13,66,57,3171,23,8
66,Dreamtapir,DPS / Supp,Int-Based,1,21,14,67,58,3265,23,8
67,Dreamtapir,DPS / Supp,Int-Based,1,21,14,68,59,3362,24,9
68,Dreamtapir,DPS / Supp,Int-Based,1,23,14,68,60,3460,24,9
69,Dreamtapir,DPS / Supp,Int-Based,1,23,15,69,61,3561,25,9
70,Dreamtapir,DPS / Supp,Int-Based,1,23,15,70,62,3662,25,9
71,Dreamtapir,DPS / Supp,Int-Based,1,23,15,71,63,3766,26,9
72,Dreamtapir,DPS / Supp,Int-Based,1,23,15,72,64,3873,26,9
73,Dreamtapir,DPS / Supp,Int-Based,1,24,16,73,64,3957,26,9
74,Dreamtapir,DPS / Supp,Int-Based,1,24,16,74,65,4067,26,9
75,Dreamtapir,DPS / Supp,Int-Based,1,24,16,75,66,4178,27,9
76,Dreamtapir,DPS / Supp,Int-Based,1,26,17,76,66,4264,27,10
77,Dreamtapir,DPS / Supp,Int-Based,1,26,17,77,67,4380,27,10
78,Dreamtapir,DPS / Supp,Int-Based,1,26,17,78,68,4495,28,10
79,Dreamtapir,DPS / Supp,Int-Based,1,26,18,79,69,4615,28,10
80,Dreamtapir,DPS / Supp,Int-Based,1,26,18,80,70,4736,28,10
81,Dreamtapir,DPS / Supp,Int-Based,1,28,19,80,71,4858,28,10
82,Dreamtapir,DPS / Supp,Int-Based,1,28,19,81,72,4982,29,10
83,Dreamtapir,DPS / Supp,Int-Based,1,28,19,82,73,5110,29,10
84,Dreamtapir,DPS / Supp,Int-Based,1,28,19,83,74,5239,29,11
85,Dreamtapir,DPS / Supp,Int-Based,1,28,19,84,75,5369,29,11
86,Dreamtapir,DPS / Supp,Int-Based,1,30,20,85,75,5472,31,11
87,Dreamtapir,DPS / Supp,Int-Based,1,30,20,86,76,5605,31,11
88,Dreamtapir,DPS / Supp,Int-Based,1,30,21,87,77,5743,31,11
89,Dreamtapir,DPS / Supp,Int-Based,1,30,21,88,78,5882,32,11
90,Dreamtapir,DPS / Supp,Int-Based,1,32,21,88,79,6023,32,11
91,Dreamtapir,DPS / Supp,Int-Based,1,32,22,89,80,6166,32,11
92,Dreamtapir,DPS / Supp,Int-Based,1,32,22,90,81,6313,32,12
93,Dreamtapir,DPS / Supp,Int-Based,1,32,23,91,82,6461,33,12
94,Dreamtapir,DPS / Supp,Int-Based,1,32,23,92,83,6609,33,12
95,Dreamtapir,DPS / Supp,Int-Based,1,34,23,93,83,6725,33,12
96,Dreamtapir,DPS / Supp,Int-Based,1,34,23,94,84,6879,33,12
97,Dreamtapir,DPS / Supp,Int-Based,1,34,23,95,85,7035,34,12
98,Dreamtapir,DPS / Supp,Int-Based,1,34,23,96,86,7194,34,12
99,Dreamtapir,DPS / Supp,Int-Based,1,34,23,97,87,7356,34,12
100,Dreamtapir,DPS / Supp,Int-Based,1,35,23,98,88,7520,35,13
1,Inkmarten,DPS,Dex-Based,1,9,9,3,7,149,17,1
2,Inkmarten,DPS,Dex-Based,1,9,10,3,7,160,20,1
3,Inkmarten,DPS,Dex-Based,1,10,11,3,7,172,23,1
4,Inkmarten,DPS,Dex-Based,1,11,11,3,7,185,25,1
5,Inkmarten,DPS,Dex-Based,1,11,12,3,7,197,27,1
6,Inkmarten,DPS,Dex-Based,1,11,13,3,8,213,30,1
7,Inkmarten,DPS,Dex-Based,1,12,13,3,8,227,32,1
8,Inkmarten,DPS,Dex-Based,1,12,14,3,9,245,34,1
9,Inkmarten,DPS,Dex-Based,1,13,14,3,9,260,36,1
10,Inkmarten,DPS,Dex-Based,1,13,15,3,10,279,39,2
11,Inkmarten,DPS,Dex-Based,1,14,15,3,11,298,40,2
12,Inkmarten,DPS,Dex-Based,1,14,16,3,11,316,43,2
13,Inkmarten,DPS,Dex-Based,1,15,17,3,11,334,46,2
14,Inkmarten,DPS,Dex-Based,1,16,18,3,11,352,48,2
15,Inkmarten,DPS,Dex-Based,1,16,19,3,11,371,51,2
16,Inkmarten,DPS,Dex-Based,1,17,20,3,11,390,57,2
17,Inkmarten,DPS,Dex-Based,1,18,21,3,11,411,59,2
18,Inkmarten,DPS,Dex-Based,1,19,22,3,11,431,62,3
19,Inkmarten,DPS,Dex-Based,1,20,23,3,11,452,65,3
20,Inkmarten,DPS,Dex-Based,1,21,23,3,12,479,67,3
21,Inkmarten,DPS,Dex-Based,1,21,24,3,13,506,69,3
22,Inkmarten,DPS,Dex-Based,1,22,24,3,14,534,71,3
23,Inkmarten,DPS,Dex-Based,1,22,25,3,15,563,74,3
24,Inkmarten,DPS,Dex-Based,1,23,25,3,16,592,75,3
25,Inkmarten,DPS,Dex-Based,1,23,26,3,17,623,78,3
26,Inkmarten,DPS,Dex-Based,1,24,27,3,17,650,81,4
27,Inkmarten,DPS,Dex-Based,1,25,28,3,17,677,83,4
28,Inkmarten,DPS,Dex-Based,1,26,29,3,17,705,86,4
29,Inkmarten,DPS,Dex-Based,1,27,30,3,17,733,94,4
30,Inkmarten,DPS,Dex-Based,1,28,31,3,17,761,96,4
31,Inkmarten,DPS,Dex-Based,1,29,32,3,17,790,99,4
32,Inkmarten,DPS,Dex-Based,1,30,33,3,17,821,102,4
33,Inkmarten,DPS,Dex-Based,1,31,34,3,17,851,104,4
34,Inkmarten,DPS,Dex-Based,1,31,35,3,18,890,107,5
35,Inkmarten,DPS,Dex-Based,1,32,36,3,18,922,110,5
36,Inkmarten,DPS,Dex-Based,1,33,37,3,18,954,113,5
37,Inkmarten,DPS,Dex-Based,1,34,38,3,18,987,115,5
38,Inkmarten,DPS,Dex-Based,1,35,39,3,18,1021,118,5
39,Inkmarten,DPS,Dex-Based,1,36,40,3,18,1056,128,5
40,Inkmarten,DPS,Dex-Based,1,36,41,3,19,1099,130,5
41,Inkmarten,DPS,Dex-Based,1,38,41,3,20,1144,132,5
42,Inkmarten,DPS,Dex-Based,1,38,42,3,21,1191,135,5
43,Inkmarten,DPS,Dex-Based,1,39,43,3,21,1229,137,6
44,Inkmarten,DPS,Dex-Based,1,40,44,3,21,1266,140,6
45,Inkmarten,DPS,Dex-Based,1,41,45,3,21,1305,143,6
46,Inkmarten,DPS,Dex-Based,1,41,46,3,23,1367,145,6
47,Inkmarten,DPS,Dex-Based,1,42,47,3,23,1408,148,6
48,Inkmarten,DPS,Dex-Based,1,43,48,3,23,1448,151,6
49,Inkmarten,DPS,Dex-Based,1,44,48,3,24,1502,152,6
50,Inkmarten,DPS,Dex-Based,1,45,49,3,24,1546,155,6
51,Inkmarten,DPS,Dex-Based,1,45,50,3,26,1615,167,7
52,Inkmarten,DPS,Dex-Based,1,46,51,3,26,1659,170,7
53,Inkmarten,DPS,Dex-Based,1,47,52,3,26,1704,172,7
54,Inkmarten,DPS,Dex-Based,1,48,53,3,26,1750,175,7
55,Inkmarten,DPS,Dex-Based,1,49,54,3,26,1796,178,7
56,Inkmarten,DPS,Dex-Based,1,50,54,3,28,1873,179,7
57,Inkmarten,DPS,Dex-Based,1,51,55,3,28,1922,182,7
58,Inkmarten,DPS,Dex-Based,1,52,56,3,28,1971,185,7
59,Inkmarten,DPS,Dex-Based,1,52,57,3,30,2052,187,8
60,Inkmarten,DPS,Dex-Based,1,53,58,3,30,2103,190,8
61,Inkmarten,DPS,Dex-Based,1,54,59,3,30,2155,193,8
62,Inkmarten,DPS,Dex-Based,1,55,60,3,31,2225,206,8
63,Inkmarten,DPS,Dex-Based,1,56,61,3,31,2278,209,8
64,Inkmarten,DPS,Dex-Based,1,56,62,3,32,2350,212,8
65,Inkmarten,DPS,Dex-Based,1,57,63,3,32,2406,214,8
66,Inkmarten,DPS,Dex-Based,1,59,63,3,33,2480,216,8
67,Inkmarten,DPS,Dex-Based,1,59,65,3,33,2537,220,9
68,Inkmarten,DPS,Dex-Based,1,60,65,3,34,2614,222,9
69,Inkmarten,DPS,Dex-Based,1,61,66,3,35,2693,224,9
70,Inkmarten,DPS,Dex-Based,1,62,67,3,35,2752,227,9
71,Inkmarten,DPS,Dex-Based,1,62,68,3,36,2834,230,9
72,Inkmarten,DPS,Dex-Based,1,63,69,3,37,2918,232,9
73,Inkmarten,DPS,Dex-Based,1,64,70,3,37,2979,248,9
74,Inkmarten,DPS,Dex-Based,1,65,71,3,37,3044,251,9
75,Inkmarten,DPS,Dex-Based,1,66,72,3,37,3108,253,9
76,Inkmarten,DPS,Dex-Based,1,66,73,3,39,3219,256,10
77,Inkmarten,DPS,Dex-Based,1,67,74,3,39,3285,259,10
78,Inkmarten,DPS,Dex-Based,1,68,75,3,39,3352,261,10
79,Inkmarten,DPS,Dex-Based,1,70,75,3,40,3445,263,10
80,Inkmarten,DPS,Dex-Based,1,70,76,3,41,3539,266,10
81,Inkmarten,DPS,Dex-Based,1,71,77,3,42,3635,268,10
82,Inkmarten,DPS,Dex-Based,1,72,78,3,42,3706,271,10
83,Inkmarten,DPS,Dex-Based,1,73,79,3,42,3778,274,10
84,Inkmarten,DPS,Dex-Based,1,73,80,3,44,3905,292,11
85,Inkmarten,DPS,Dex-Based,1,74,81,3,44,3980,294,11
86,Inkmarten,DPS,Dex-Based,1,75,82,3,44,4055,297,11
87,Inkmarten,DPS,Dex-Based,1,76,83,3,44,4131,300,11
88,Inkmarten,DPS,Dex-Based,1,76,84,3,46,4266,302,11
89,Inkmarten,DPS,Dex-Based,1,77,85,3,46,4344,305,11
90,Inkmarten,DPS,Dex-Based,1,78,86,3,46,4423,308,11
91,Inkmarten,DPS,Dex-Based,1,80,86,3,47,4534,309,11
92,Inkmarten,DPS,Dex-Based,1,80,88,3,47,4615,313,12
93,Inkmarten,DPS,Dex-Based,1,81,88,3,49,4762,315,12
94,Inkmarten,DPS,Dex-Based,1,82,89,3,49,4845,317,12
95,Inkmarten,DPS,Dex-Based,1,83,90,3,49,4930,337,12
96,Inkmarten,DPS,Dex-Based,1,83,91,3,51,5082,340,12
97,Inkmarten,DPS,Dex-Based,1,84,92,3,51,5168,342,12
98,Inkmarten,DPS,Dex-Based,1,85,93,3,51,5257,345,12
99,Inkmarten,DPS,Dex-Based,1,86,94,3,51,5345,348,12
100,Inkmarten,DPS,Dex-Based,1,87,95,3,52,5472,351,13
1,Brimble,Fighter,Strength-based,9,3,6,2,9,179,18,2
2,Brimble,Fighter,Strength-based,10,3,6,2,9,198,21,2
3,Brimble,Fighter,Strength-based,11,3,6,2,10,220,24,2
4,Brimble,Fighter,Strength-based,12,3,6,2,10,240,26,2
5,Brimble,Fighter,Strength-based,13,3,6,2,10,262,29,2
6,Brimble,Fighter,Strength-based,13,3,7,2,11,287,30,2
7,Brimble,Fighter,Strength-based,14,3,7,2,11,310,33,3
8,Brimble,Fighter,Strength-based,14,4,8,2,11,336,34,3
9,Brimble,Fighter,Strength-based,15,4,9,2,11,360,37,3
10,Brimble,Fighter,Strength-based,15,4,9,2,12,390,38,3
11,Brimble,Fighter,Strength-based,16,4,9,2,13,422,41,3
12,Brimble,Fighter,Strength-based,17,4,10,2,13,450,44,4
13,Brimble,Fighter,Strength-based,17,5,10,2,14,484,46,4
14,Brimble,Fighter,Strength-based,18,5,11,2,14,515,48,4
15,Brimble,Fighter,Strength-based,19,6,11,2,14,547,51,4
16,Brimble,Fighter,Strength-based,20,6,11,2,15,584,57,4
17,Brimble,Fighter,Strength-based,21,6,11,2,16,622,59,4
18,Brimble,Fighter,Strength-based,21,6,12,2,17,663,61,5
19,Brimble,Fighter,Strength-based,22,7,12,2,17,699,63,5
20,Brimble,Fighter,Strength-based,22,7,13,2,18,743,65,5
21,Brimble,Fighter,Strength-based,23,7,13,2,19,788,67,5
22,Brimble,Fighter,Strength-based,24,7,14,2,19,828,70,5
23,Brimble,Fighter,Strength-based,25,7,14,2,20,876,72,6
24,Brimble,Fighter,Strength-based,26,7,14,2,21,925,75,6
25,Brimble,Fighter,Strength-based,26,8,15,3,21,968,77,6
26,Brimble,Fighter,Strength-based,27,8,15,3,22,1021,80,6
27,Brimble,Fighter,Strength-based,28,8,16,3,22,1066,82,6
28,Brimble,Fighter,Strength-based,28,9,17,3,23,1121,84,6
29,Brimble,Fighter,Strength-based,30,9,17,3,23,1169,92,7
30,Brimble,Fighter,Strength-based,30,11,17,3,24,1228,94,7
31,Brimble,Fighter,Strength-based,31,11,18,4,24,1278,97,7
32,Brimble,Fighter,Strength-based,32,11,18,4,25,1340,99,7
33,Brimble,Fighter,Strength-based,32,11,19,5,26,1404,101,7
34,Brimble,Fighter,Strength-based,33,11,19,5,27,1469,103,8
35,Brimble,Fighter,Strength-based,34,11,20,5,27,1525,107,8
36,Brimble,Fighter,Strength-based,35,11,20,6,28,1593,109,8
37,Brimble,Fighter,Strength-based,35,12,21,6,29,1665,111,8
38,Brimble,Fighter,Strength-based,37,12,21,6,29,1724,114,8
39,Brimble,Fighter,Strength-based,37,12,22,7,30,1799,116,8
40,Brimble,Fighter,Strength-based,38,12,22,7,31,1874,118,9
41,Brimble,Fighter,Strength-based,39,13,23,7,31,1938,121,9
42,Brimble,Fighter,Strength-based,40,13,23,7,32,2018,130,9
43,Brimble,Fighter,Strength-based,41,14,24,7,32,2084,133,9
44,Brimble,Fighter,Strength-based,42,14,24,7,33,2167,136,9
45,Brimble,Fighter,Strength-based,42,14,25,8,34,2252,138,10
46,Brimble,Fighter,Strength-based,43,16,25,8,34,2323,141,10
