id,name,family,region,design_role,combat_identity,prototype_mechanical_role,element,attack_base,basic_category,base_hp,base_attack,speed,ready_seconds,arena_move_per_second,basic_reach,passive_id,passive,passive_description,skills,default_three,habitat,source_level,sheet_source_level,encounter_source,map_species_count,availability_percent,recheck_seconds,echo_percent,live_loot_json,xp_per_participating_individual,future_boss_essence_json,proposed_not_live_loot_json,silhouette_brief,animation_brief,art_status,all_habitats_json
kitejelly,Kiteskulk,Afterlife spirit,Windstep,DPS,Aerial skirmish DPS,Support,Wind,Int-Based,magic,469,21,51.948051948051955,1.9249999999999998,8,34,innate-kitejelly,Unpaid Debt,"When the current normal target receives effective healing, store 20% of that healing as Haunt, capped at 0.90 MATK. Its next damaging signature consumes Haunt as extra magic damage.",sig-kitejelly-shroud-needle=Shroud Needle; sig-kitejelly-funeral-fold=Funeral Fold; sig-kitejelly-debt-collector=Debt Collector; general-basic-ward=Basic Ward; general-basic-heal=Basic Heal; kitejelly_0=Kite Guiding Lantern; kitejelly_1=Kite Aurora; kitejelly_2=Kite Moonbeam; kitejelly_3=Kite Bubble Ward; kitejelly_4=Kite Springstep,sig-kitejelly-shroud-needle; sig-kitejelly-funeral-fold; sig-kitejelly-debt-collector,rise-2,72,72,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 30, ""chanceBP"": 10000}, {""id"": ""echo:kitejelly"", ""quantity"": 1, ""chanceBP"": 1500}]",7500,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A folded shroud forms a wide kite-shaped body around a tiny rounded skull face, with two little feet beneath its pointed hem.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-2:kitejelly"", ""map"": ""rise-2"", ""mapName"": ""Highwind Escarpment"", ""level"": 72, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 7229.2, ""y"": 6930, ""radiusWorldUnits"": 200}]"
fluffyak,Fluffyak,Beast,Windstep,Tank / Supp,Protective sustain tank,Tank,Earth,Strength-based,melee,952,24,44.44444444444444,2.25,5.6,12,innate-fluffyak,Deep Fleece,"The first basic attack received from each enemy deals 40% less damage. Each such reduction creates one Fleece, maximum 2; the next ally-directed heal or shield from Fluffyak spends one Fleece for +25% amount.",sig-fluffyak-woolhorn=Woolhorn; sig-fluffyak-fleece-wrap=Fleece Wrap; sig-fluffyak-warmth-of-the-herd=Warmth of the Herd; general-fortify=Fortify; general-brace=Brace; fluffyak_0=Fluff Bondguard; fluffyak_1=Fluff Fortify; fluffyak_2=Fluff Pebble Slam; fluffyak_3=Fluff Lifebud; fluffyak_4=Fluff Rallying Ward,sig-fluffyak-woolhorn; sig-fluffyak-fleece-wrap; sig-fluffyak-warmth-of-the-herd,rise-2,74,74,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 30, ""chanceBP"": 10000}, {""id"": ""echo:fluffyak"", ""quantity"": 1, ""chanceBP"": 1500}]",7700,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A short-legged yak with a sweeping wool skirt, wide curled horns and a gentle face almost lost beneath its thick fringe.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-2:fluffyak"", ""map"": ""rise-2"", ""mapName"": ""Highwind Escarpment"", ""level"": 74, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 9794.4, ""y"": 6930, ""radiusWorldUnits"": 200}]"
zephyrlynx,Velvimp,Demon / fiend,Windstep,DPS,Ambush melee DPS,Melee DPS,Wind,Int-Based,magic,600,44,60.60606060606061,1.65,10,34,innate-zephyrlynx,Envious Grin,Deal 12% more magic damage to enemies carrying a removable positive buff or shield. Permanent passives and unremovable boss states do not count.,sig-zephyrlynx-velvet-prick=Velvet Prick; sig-zephyrlynx-borrowed-splendor=Borrowed Splendor; sig-zephyrlynx-curtain-call=Curtain Call; general-greater-heal=Greater Heal; zephyrlynx_0=Zephyr Pounce; zephyrlynx_1=Zephyr Wild Lunge; zephyrlynx_2=Zephyr Quickstep; zephyrlynx_3=Zephyr Frostbite; zephyrlynx_4=Zephyr Headwind,sig-zephyrlynx-velvet-prick; sig-zephyrlynx-borrowed-splendor; sig-zephyrlynx-curtain-call,rise-3,72,72,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 30, ""chanceBP"": 10000}, {""id"": ""echo:zephyrlynx"", ""quantity"": 1, ""chanceBP"": 1500}]",7500,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A slender imp folds huge velvet ear-wings around its body, leaving a tiny grin, hooked thumbs and two little feet visible.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-3:zephyrlynx"", ""map"": ""rise-3"", ""mapName"": ""Thunderhollow Cave"", ""level"": 72, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 1449.6, ""y"": 5355, ""radiusWorldUnits"": 200}]"
prismwasp,Prismspear,Construct,Windstep,DPS,Precision ranged DPS,Ranged DPS,Wind,Dex-Based,ranged,553,40,53.333333333333336,1.875,8,34,innate-prismwasp,Spectral Afterimage,"Once every 1s, a landed direct physical signature adds 0.20 ATK magic damage to the same target.",sig-prismwasp-facet-lance=Facet Lance; sig-prismwasp-refracting-edge=Refracting Edge; sig-prismwasp-spectrum-skewer=Spectrum Skewer; general-fortify=Fortify; prismwasp_0=Prism Skyneedle; prismwasp_1=Prism Static Bolt; prismwasp_2=Prism Chain Spark; prismwasp_3=Prism Quickstep; prismwasp_4=Prism Moonbeam,sig-prismwasp-facet-lance; sig-prismwasp-refracting-edge; sig-prismwasp-spectrum-skewer,rise-3,74,74,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 30, ""chanceBP"": 10000}, {""id"": ""echo:prismwasp"", ""quantity"": 1, ""chanceBP"": 1500}]",7700,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A pointed crystal body holds a tiny dark eye, with three large triangular fins hovering close around its narrow middle.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-3:prismwasp"", ""map"": ""rise-3"", ""mapName"": ""Thunderhollow Cave"", ""level"": 74, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3865.6, ""y"": 7711.2, ""radiusWorldUnits"": 200}]"
skycorolla,Skycorolla,Plant / fungus,Windstep,DPS,Aerial ranged DPS,Support,Wind,Int-Based,magic,501,23,51.282051282051285,1.95,8,34,innate-skycorolla,Cross-Pollination,"When another ally lands a direct physical hit on Skycorolla's normal target, gain one Crosswind, maximum 2; shared 1s gain cooldown. A damaging signature spends them for +0.20 MATK magic damage each.",sig-skycorolla-petal-slicer=Petal Slicer; sig-skycorolla-seedwind=Seedwind; sig-skycorolla-four-petal-cyclone=Four-Petal Cyclone; general-basic-ward=Basic Ward; general-basic-heal=Basic Heal; skycorolla_0=Corolla Grove Renewal; skycorolla_1=Corolla Springstep; skycorolla_2=Corolla Petal Ward; skycorolla_3=Corolla Moonbeam; skycorolla_4=Corolla Fresh Start,sig-skycorolla-petal-slicer; sig-skycorolla-seedwind; sig-skycorolla-four-petal-cyclone,rise-3,76,76,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 31, ""chanceBP"": 10000}, {""id"": ""echo:skycorolla"", ""quantity"": 1, ""chanceBP"": 1500}]",7900,null,"[{""id"": ""windthread"", ""name"": ""Wind Thread"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Decorative pennants"", ""status"": ""PLANNED_NOT_LIVE""}]","A narrow seed body hangs beneath four large pinwheel petals, with long curved roots trailing behind a tiny pointed face.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""rise-3:skycorolla"", ""map"": ""rise-3"", ""mapName"": ""Thunderhollow Cave"", ""level"": 76, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 7972.8, ""y"": 2998.8, ""radiusWorldUnits"": 200}]"
magmatoad,Crucibulk,Construct,Ashen Reach,Tank,Heat-retaining tank,Tank,Fire,Int-Based,magic,984,26,45.45454545454545,2.2,5.6,34,innate-magmatoad,Recast the Slag,"Store 25% of damage absorbed by shields on Crucibulk itself as Slag, capped at 1.00 MATK.",sig-magmatoad-molten-ladle=Molten Ladle; sig-magmatoad-pour-a-protector=Pour a Protector; sig-magmatoad-cast-a-kilnling=Cast a Kilnling; sig-magmatoad-crucible-overflow=Crucible Overflow; general-brace=Brace; general-fortify=Fortify; general-focused-attack=Focused Attack; magmatoad_0=Magma Fortify; magmatoad_1=Magma Cinderbite; magmatoad_2=Magma Firefan; magmatoad_3=Magma Bondguard; magmatoad_4=Magma Lifebud,sig-magmatoad-molten-ladle; sig-magmatoad-pour-a-protector; sig-magmatoad-cast-a-kilnling,ashen-0,80,80,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 32, ""chanceBP"": 10000}, {""id"": ""echo:magmatoad"", ""quantity"": 1, ""chanceBP"": 1500}]",8300,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A broad crucible body rests on two squat legs, with huge ceramic forearms and a small molten face deep inside its rim.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-0:magmatoad"", ""map"": ""ashen-0"", ""mapName"": ""Ashgrass Expanse"", ""level"": 80, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 1308, ""y"": 4636.8, ""radiusWorldUnits"": 200}]"
obsidianram,Cairnox,Skeletal / undead,Ashen Reach,Fighter / Tank,Bone-arm bruiser,Tank,Earth,Strength-based,melee,936,23,44.9438202247191,2.225,5.6,12,innate-obsidianram,Loose Assembly,"After losing a cumulative 12% max HP to enemy HP damage, gain one Fragment, maximum 2. One damage event can grant at most one Fragment; shields and self-costs do not count.",sig-obsidianram-great-arm-clout=Great-Arm Clout; sig-obsidianram-rattle-refit=Rattle Refit; sig-obsidianram-cairn-hammer=Cairn Hammer; general-focused-attack=Focused Attack; general-brace=Brace; obsidianram_0=Obsidian Antler Rush; obsidianram_1=Obsidian Bondguard; obsidianram_2=Obsidian Fortify; obsidianram_3=Obsidian Boulder Toss; obsidianram_4=Obsidian Rallying Ward,sig-obsidianram-great-arm-clout; sig-obsidianram-rattle-refit; sig-obsidianram-cairn-hammer,ashen-0,82,82,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 33, ""chanceBP"": 10000}, {""id"": ""echo:obsidianram"", ""quantity"": 1, ""chanceBP"": 1500}]",8500,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A squat heap of rounded bones forms one huge arm and a tiny grinning skull, with a rib cage that sits slightly off-center.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-0:obsidianram"", ""map"": ""ashen-0"", ""mapName"": ""Ashgrass Expanse"", ""level"": 82, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3488, ""y"": 3427.2000000000003, ""radiusWorldUnits"": 200}]"
pyrewolf,Pyreling,Demon / fiend,Ashen Reach,DPS,Aggressive melee DPS,Melee DPS,Fire,Strength-based,melee,584,43,58.82352941176471,1.7,10,12,innate-pyrewolf,Fed by Embers,"Once per battle, when the team first defeats an eligible encounter enemy OR Pyreling's current encounter enemy is observed at 50% HP or lower, gain +15% physical damage and a 6% max HP shield for 3s.",sig-pyrewolf-mane-lash=Mane Lash; sig-pyrewolf-feral-stoke=Feral Stoke; sig-pyrewolf-pyre-fang=Pyre Fang; general-guard=Guard; pyrewolf_0=Pyre Cinderbite; pyrewolf_1=Pyre Pounce; pyrewolf_2=Pyre Wild Lunge; pyrewolf_3=Pyre Quickstep; pyrewolf_4=Pyre Firefan,sig-pyrewolf-mane-lash; sig-pyrewolf-feral-stoke; sig-pyrewolf-pyre-fang,ashen-0,84,84,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 34, ""chanceBP"": 10000}, {""id"": ""echo:pyrewolf"", ""quantity"": 1, ""chanceBP"": 1500}]",8700,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A low-slung fiend has a huge soot-dark mane, short ivory horns and tiny warm eyes above a broad, toothy grin.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-0:pyrewolf"", ""map"": ""ashen-0"", ""mapName"": ""Ashgrass Expanse"", ""level"": 84, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 7303, ""y"": 6148.8, ""radiusWorldUnits"": 200}]"
emberorchid,Emberorchid,Plant / fungus,Ashen Reach,DPS,Close-range burst DPS,Support,Fire,Int-Based,magic,477,21,52.631578947368425,1.9,8,34,innate-emberorchid,Ignition Pollen,"Each of Emberorchid's own damaging signatures adds one Pollen to its primary enemy for 5s. At 3 Pollen, consume them to deal 0.60 MATK magic damage and reduce healing received by 20% for 2s.",sig-emberorchid-orchid-spark=Orchid Spark; sig-emberorchid-searing-petals=Searing Petals; sig-emberorchid-bloomjaw-turret=Bloomjaw Turret; general-heavy-attack=Heavy Attack; emberorchid_0=Orchid Grove Renewal; emberorchid_1=Orchid Petal Ward; emberorchid_2=Orchid Scorch; emberorchid_3=Orchid Fresh Start; emberorchid_4=Orchid Little Bloom,sig-emberorchid-orchid-spark; sig-emberorchid-searing-petals; sig-emberorchid-bloomjaw-turret,ashen-0,86,86,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 34, ""chanceBP"": 10000}, {""id"": ""echo:emberorchid"", ""quantity"": 1, ""chanceBP"": 1500}]",8900,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A tall orchid stands on four pointed roots, its broad petals folding into a beak-like jaw around a small glowing seed.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-0:emberorchid"", ""map"": ""ashen-0"", ""mapName"": ""Ashgrass Expanse"", ""level"": 86, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 9374, ""y"": 6048, ""radiusWorldUnits"": 200}]"
cindercentipede,Kilncoil,Invertebrate,Ashen Reach,Fighter,Advancing melee fighter,Melee DPS,Fire,Strength-based,melee,600,44,59.70149253731344,1.6749999999999998,10,12,innate-cindercentipede,Overlapping Plates,"After a direct hit, remember its source for 2s. Subsequent direct hits from that same source deal 12% less damage.",sig-cindercentipede-kiln-ram=Kiln Ram; sig-cindercentipede-firebrick-curl=Firebrick Curl; sig-cindercentipede-kiln-tail-crush=Kiln-Tail Crush; general-focused-attack=Focused Attack; general-fortify=Fortify; cindercentipede_0=Cinder Cinderbite; cindercentipede_1=Cinder Wild Lunge; cindercentipede_2=Cinder Quickstep; cindercentipede_3=Cinder Antler Rush; cindercentipede_4=Cinder Ash Veil,sig-cindercentipede-kiln-ram; sig-cindercentipede-firebrick-curl; sig-cindercentipede-kiln-tail-crush,ashen-1,84,84,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 34, ""chanceBP"": 10000}, {""id"": ""echo:cindercentipede"", ""quantity"": 1, ""chanceBP"": 1500}]",8700,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A long armored crawler has broad overlapping kiln-like plates, many short gripping feet and a heavy blunt head with tiny eyes.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-1:cindercentipede"", ""map"": ""ashen-1"", ""mapName"": ""Cinderwood"", ""level"": 84, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 1358.3999999999999, ""y"": 4013.1000000000004, ""radiusWorldUnits"": 200}]"
basalturtle,Slagbud,Plant / fungus,Ashen Reach,Tank,Regenerative plant tank,Tank,Earth,Strength-based,melee,968,25,44.44444444444444,2.25,5.6,12,innate-basalturtle,Charred Leaves,"Take 25% less enemy DoT damage. Half of the damage prevented this way becomes a shield lasting 3s, capped at 5% max HP total.",sig-basalturtle-basalt-thorn=Basalt Thorn; sig-basalturtle-stone-sap=Stone Sap; sig-basalturtle-leafslab-shelter=Leafslab Shelter; general-brace=Brace; general-fortify=Fortify; basalturtle_0=Basalt Carapace; basalturtle_1=Basalt Shellguard; basalturtle_2=Basalt Shell Bash; basalturtle_3=Basalt Boulder Toss; basalturtle_4=Basalt Iron Ward,sig-basalturtle-basalt-thorn; sig-basalturtle-stone-sap; sig-basalturtle-leafslab-shelter,ashen-1,86,86,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 34, ""chanceBP"": 10000}, {""id"": ""echo:basalturtle"", ""quantity"": 1, ""chanceBP"": 1500}]",8900,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A squat succulent stands on three root feet, with thick basalt-colored leaves cupping a tiny bright face at its center.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-1:basalturtle"", ""map"": ""ashen-1"", ""mapName"": ""Cinderwood"", ""level"": 86, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3622.4, ""y"": 6791.400000000001, ""radiusWorldUnits"": 200}]"
ashbasilisk,Ashbasilisk,Reptile / amphibian,Ashen Reach,DPS,Ranged attrition DPS,Ranged DPS,Fire,Strength-based,melee,561,41,54.05405405405405,1.85,8,12,innate-ashbasilisk,Calcifying Bite,Critical direct physical attacks apply Calcify for 3s: reduce target FLEE by 20. One application per cast; repeated crits refresh duration.,sig-ashbasilisk-ashfang=Ashfang; sig-ashbasilisk-stone-eye-glare=Stone-Eye Glare; sig-ashbasilisk-basalt-finish=Basalt Finish; general-fortify=Fortify; ashbasilisk_0=Basilisk Scorch; ashbasilisk_1=Basilisk Fireball; ashbasilisk_2=Basilisk Ember Breath; ashbasilisk_3=Basilisk Ash Veil; ashbasilisk_4=Basilisk Crown Hex,sig-ashbasilisk-ashfang; sig-ashbasilisk-stone-eye-glare; sig-ashbasilisk-basalt-finish,ashen-1,88,88,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 35, ""chanceBP"": 10000}, {""id"": ""echo:ashbasilisk"", ""quantity"": 1, ""chanceBP"": 1500}]",9100,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A low black lizard has a broad forked crest around its eyes, a tightly curled tail and pale plates beneath its heavy jaw.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-1:ashbasilisk"", ""map"": ""ashen-1"", ""mapName"": ""Cinderwood"", ""level"": 88, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 7584.400000000001, ""y"": 4116, ""radiusWorldUnits"": 200}]"
glassphoenix,Glassphoenix,Mythic,Ashen Reach,DPS,Long-range burst DPS,Ranged DPS,Fire,Int-Based,magic,569,41,53.333333333333336,1.875,8,34,innate-glassphoenix,"Cracked, Not Gone","Once per battle, a lethal hit against Glassphoenix instead leaves it at 20% max HP and cancels excess damage from that hit. It then deals 10% less magic damage for the rest of battle.",sig-glassphoenix-glassflame=Glassflame; sig-glassphoenix-luminous-seams=Luminous Seams; sig-glassphoenix-shatterwing=Shatterwing; general-focused-attack=Focused Attack; general-greater-heal=Greater Heal; glassphoenix_0=Phoenix Fireball; glassphoenix_1=Phoenix Ember Breath; glassphoenix_2=Phoenix Comet; glassphoenix_3=Phoenix Wingdraft; glassphoenix_4=Phoenix Ash Veil,sig-glassphoenix-glassflame; sig-glassphoenix-luminous-seams; sig-glassphoenix-shatterwing,ashen-1,90,90,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 36, ""chanceBP"": 10000}, {""id"": ""echo:glassphoenix"", ""quantity"": 1, ""chanceBP"": 1500}]",9300,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A long-necked bird has sweeping wings made from a few large glass plates, their old cracks traced by fine luminous seams.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-1:glassphoenix"", ""map"": ""ashen-1"", ""mapName"": ""Cinderwood"", ""level"": 90, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 9622, ""y"": 3292.8, ""radiusWorldUnits"": 200}]"
coalbadger,Slagjaw,Construct,Ashen Reach,Tank,Space-holding tank,Tank,Earth,Strength-based,melee,936,23,44.44444444444444,2.25,5.6,12,innate-coalbadger,Jaw Lock,The first direct enemy hit received each battle deals 50% less damage. For 3s afterward Slagjaw gains 15% physical damage reduction; this is not refreshed by later hits.,sig-coalbadger-basalt-bite=Basalt Bite; sig-coalbadger-clamped-maw=Clamped Maw; sig-coalbadger-pillar-brace=Pillar Brace; general-brace=Brace; general-fortify=Fortify; coalbadger_0=Coal Pebble Slam; coalbadger_1=Coal Wildguard; coalbadger_2=Coal Fortify; coalbadger_3=Coal Boulder Toss; coalbadger_4=Coal Lifebud,sig-coalbadger-basalt-bite; sig-coalbadger-clamped-maw; sig-coalbadger-pillar-brace,ashen-2,88,88,Wild,3,100.0,60,15.0,"[{""id"": ""coins"", ""quantity"": 35, ""chanceBP"": 10000}, {""id"": ""echo:coalbadger"", ""quantity"": 1, ""chanceBP"": 1500}]",9100,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A squat black-stone construct with a huge hinged lower jaw, pillar-like arms and two soft amber eyes beneath a heavy brow.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-2:coalbadger"", ""map"": ""ashen-2"", ""mapName"": ""Obsidian Approach"", ""level"": 88, ""spawnSlots"": 3, ""spawnChanceBP"": 10000, ""respawnSeconds"": 60, ""x"": 1174, ""y"": 5460, ""radiusWorldUnits"": 200}]"
steamaxolotl,Steamaxolotl,Reptile / amphibian,Ashen Reach,Supp,Cleansing recovery support,Support,Water,Int-Based,magic,469,21,52.631578947368425,1.9,8,34,innate-steamaxolotl,Clean Steam,Successfully removing a harmful effect from an ally gives that ally a 0.35 MATK shield for 3s. One shield per target per cast; 2s cooldown per ally.,sig-steamaxolotl-steam-trickle=Steam Trickle; sig-steamaxolotl-gillwash=Gillwash; sig-steamaxolotl-white-steam-bath=White-Steam Bath; general-basic-heal=Basic Heal; steamaxolotl_0=Steam Springwater; steamaxolotl_1=Steam Healing Ripples; steamaxolotl_2=Steam Bubble Ward; steamaxolotl_3=Steam River Cleanse; steamaxolotl_4=Steam Frostbolt,sig-steamaxolotl-steam-trickle; sig-steamaxolotl-gillwash; sig-steamaxolotl-white-steam-bath,ashen-2,90,90,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 36, ""chanceBP"": 10000}, {""id"": ""echo:steamaxolotl"", ""quantity"": 1, ""chanceBP"": 1500}]",9300,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]","A round axolotl has tiny mitten feet, a wide gentle mouth and layered feathery gills that curl upward like soft steam plumes.",Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-2:steamaxolotl"", ""map"": ""ashen-2"", ""mapName"": ""Obsidian Approach"", ""level"": 90, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 3639.4, ""y"": 7875, ""radiusWorldUnits"": 200}]"
lavaurchin,Cinderwink,Afterlife spirit,Ashen Reach,Supp,Protective recovery support,Ranged DPS,Fire,Int-Based,magic,537,39,53.333333333333336,1.875,8,34,innate-lavaurchin,Little Embers,"Basic hits apply one Ember for 3s, maximum 3. Each Ember deals 0.10 MATK magic damage per second; refresh duration without resetting existing tick timers.",sig-lavaurchin-soot-spark=Soot Spark; sig-lavaurchin-cup-the-cinder=Cup the Cinder; sig-lavaurchin-wink-out=Wink Out; general-basic-heal=Basic Heal; general-rally=Rally; lavaurchin_0=Lava Scorch; lavaurchin_1=Lava Boulder Toss; lavaurchin_2=Lava Firefan; lavaurchin_3=Lava Ash Veil; lavaurchin_4=Lava Static Bolt,sig-lavaurchin-soot-spark; sig-lavaurchin-cup-the-cinder; sig-lavaurchin-wink-out,ashen-2,92,92,Wild,15,100.0,0,15.0,"[{""id"": ""coins"", ""quantity"": 36, ""chanceBP"": 10000}, {""id"": ""echo:lavaurchin"", ""quantity"": 1, ""chanceBP"": 1500}]",9500,null,"[{""id"": ""coolglass"", ""name"": ""Cooled Glass"", ""quantity"": 1, ""chanceBP"": 2500, ""use"": ""Ashen garden ornaments"", ""status"": ""PLANNED_NOT_LIVE""}]",A tiny soot-dark soul has two warm pinprick eyes and soft curled arms that frame a small floating flame above its head.,Single supplied pose with transform-based motion; authored frame animation pending.,Supplied PNG integrated; commercial art/motion review pending,"[{""id"": ""ashen-2:lavaurchin"", ""map"": ""ashen-2"", ""mapName"": ""Obsidian Approach"", ""level"": 92, ""spawnSlots"": 15, ""spawnChanceBP"": 10000, ""respawnSeconds"": 0, ""x"": 8100.599999999999, ""y"": 6195, ""radiusWorldUnits"": 200}]"
